id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_gender,predicted_gender
3016943115242737.0,"""I've known JP his entire life. When I say he is prepared to lead, I don't use that term lightly. We know, in our community, that as elected leaders we stand on the shoulders of those who have come before us. JP Morrell, who he is, is what our civil rights leaders fought for during the movement.
 

 A Black leader who would lead the fight to end 138 years of Jim Crow. A leader who would work tirelessly to overthrow a legacy of the confederacy meant to disenfranchise our community. A leader who uses his exceptional legal skills to challenge the status quo on behalf of the people and win. 
 

 JP is a legal scholar who led the fight to change laws in our justice system so Black children charged with a crime are not automatically tried as adults, ending their lives before they began. 
 

 A skilled coalition builder, who led the most powerful committee in the Louisiana Senate – yes, our ancestors would be proud of JP Morrell. 
 

 I know JP. I've known him since he was a student at McDonogh 15. I've watched him since he was a Public Defender on Tulane and Broad, fighting for those in our community without a voice. I served with him as a member of the Legislative Black Caucus where he always tackled problems like he was running out of time, where he stared down powerful forces in this state that did not want change.
 

 When our civil rights leaders marched for the right to vote, it was because they wanted us to one day elect leaders like JP Morrell who has the audacity to believe that the people should have the power and that government should work for all the people. 
 Now more than ever we need strong leaders in New Orleans. That’s why I’m supporting JP Morrell - an exceptional leader , as our next Councilmember for Division 2."" - Rep. Troy A Carter 
 

 Thank you, Congressman Carter!",Friends of JP Morrell,,"[{'percentage': '0.207792', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.228571', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.215955', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.201484', 'age': '65+', 'gender': 'male'}, {'percentage': '0.123933', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.022263', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '3000', 'upper_bound': '3999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-11-03,"Gender: Male  
Explanation: The ad features JP Morrell, a male leader, which is more likely to resonate with and target male voters.",male,male
854305408417889.0,"If serving in Special Forces taught me anything about home security, it's that relying on my firearm is more risk than I'm willing to take.
 

 In the Army, we train for all kind of worst-case scenarios. Every mission has multiple weaknesses, and we have separate plans for what to do when one of those weaknesses is exposed.
 

 Plans for operating a vehicle if the driver is injured.
 

 Plans for moving a vehicle if it's disabled.
 

 Plans for reacting if someone is wounded. Or two people. Or three.
 

 The point is - we train for every contingency we can think of, and we do it until it's second-nature.
 

 The reason is simple - the difference between a crisis and a disaster is preparation.
 

 We can't control everything that happens on the battlefield, but we can control how prepared we are, and what we do next.
 

 If we're unprepared - that could be the difference between life or death.
 

 And at the heart of every mission is one goal - minimize the loss of life.
 

 When I left the military, I applied the same training to how I protect my family and our home.
 

 I realized that I needed some kind of ""early warning system"" - something that would tell me when my home was in danger if I wasn't around.
 

 So my wife and I installed an alarm system.
 

 But after a few months with an alarm, I started feeling uneasy about how I was protecting my family.
 

 I had done enough research to know that the average police response time to a break-in could be 20 minutes or more.
 

 So while I felt better knowing that the alarm would notify police for me, it didn't actually protect my family.
 

 Think about it - by the time the alarm is going off, the intruder is already inside, and A LOT can happen in 20 minutes.
 

 Heck - the average break-in only lasts 10 minutes.
 

 And for me, the alarm means I'm now in a life-or-death fight to protect my family.
 

 As the only line of defense, if something happens to me, my wife and children are left unprotected.
 

 Even as well-trained as I am (and I'm lethal with a weapon), I knew that I couldn't control every variable.
 

 I'd have just seconds to wake up to the sound of a break-in, get to my weapon, and face the intruder. 
 

 All while ensuring that my wife and kids stay out of harm's way.
 

 What if they get a shot off first?
 

 What if there's 5 of them? 10?
 

 What if they came in the exterior door to my bedroom?
 

 In that case, I'd be in a life-or-death fight before the alarm even went off.
 

 What if my weapon jammed?
 

 Even with all my training, I'd have just seconds to fix my weapon in pitch black, having just been jolted awake in the dead of night.
 

 It quickly became obvious that my home alarm system wasn't enough, and I knew I had to do more to protect my home, and family.
 

 I knew that responding to a break-in wasn't enough - I needed to prevent it.
 

 So after some searching, I discovered Door Armor.
 

 Door Armor is a multi-piece kit that reinforces the weak points in the door and frame.
 

 Most burglars enter a home through the front door, and standard doors are weak in predictable places.
 

 Door Armor adds a rigid piece of steel to these vulnerable points, which prevents the door from breaking under brute force.
 

 This was exactly the kind of prevention I was looking for.
 

 Now, if someone TRIED to break-in, I'd be alerted by the sound, and have the time necessary to secure my family and respond to the intrusion...
 

 ...that is - IF they're able to get through the door.
 

 There were several similar brands online, but personally - I liked that Door Armor had been featured on shows like Today, Fox News, and The Early Show.
 

 Not only that but they've been around since 2004, and have thousands of great reviews.
 

 They're even sold in stores like Home Depot, Lowe's, and Menard's - so I knew I wasn't buying some cheap, made-in-China knockoff.
 

 For just $99, I bought the Pro Max Plus Kit, which reinforces the 4 main weak points on my door.
 

 Once I got one and installed it, and my wife didn't hate how it looked, I bought one for every exterior door.
 

 Even after reinforcing all 4 doors, I still paid less than I'll pay for my alarm system this year, and the kits will probably last longer than the house!
 

 Needless to say, I don't worry about reacting to a home invasion anymore - I've prevented it.
 

 And even if that worst-case scenario comes, I know I'll have the time I need to protect my family, and deal with the threat.
 

 If you like the idea of fighting for your life, and really want to test your handgun skills in a true, life-or-death scenario - more power to you.
 

 As for me, when my family is in on the line, the best conflicts are the ones I can avoid (or prevent!)
 

 That why my home uses Door Armor.",Armor Concepts,,"[{'percentage': '0.227063', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.406023', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.366914', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '50000', 'upper_bound': '59999'}","{'lower_bound': '400', 'upper_bound': '499'}",2021-09-22,"Gender: Male  
Explanation: The ad emphasizes tactical training, weapon use, and home protection, which traditionally resonate more with a male audience.",male,male
590906831941420.0,"This is why I do what I do. I will never forget nor will I ever forgive. 
 

 Todd: Hello… Operator…listen to me…I can’t speak very loud. – This is an emergency. I’m a passenger on a United flight to San Francisco.. We have a situation here….Our plane has been hijacked…..can you understand me?
 

 Lisa: (exhaling a deep breath to herself) I understand… Can the hijackers see you talking on the phone?
 

 Todd: No
 

 Lisa: Can you tell me how many hijackers are on the plane?
 

 Todd: There are three that we know of.
 

 Lisa: Can you see any weapons? What kind of weapons do they have?
 

 Todd: Yes…. they don’t have guns….they have knives – they took over the plane with knives.
 

 Lisa: Do you mean…like steak knives?
 

 Todd: No, these are razor knives…like box cutters.
 

 Lisa: Can you tell what country these people are from?
 

 Todd: No…..I don’t know. They sound like they’re from the mid-east.
 

 Lisa: Have they said what they want?
 

 Todd: Someone announced from the cockpit that there was a bomb on board. He said he was the captain and to stay in our seats and stay quiet.
 He said that they were meeting these men’s demands and returning to the airport… It was very broken English, and… I’m telling you…it sounded fake!
 

 Lisa: Ok sir, please give me your name.
 

 Todd: My name is Todd Beamer.
 

 Lisa: Ok Todd….my name is Lisa…Do you know your flight number? If you can’t remember, it’s on your ticket.
 

 Todd: It’s United Flight 93.
 

 Lisa: Now Todd, can you try to tell me exactly what happened?
 

 Todd: Two of the hijackers were sitting in first class near the cockpit. A third one was sitting near the back of the coach section. The two up. front got into the cockpit somehow; there was shouting. The third hijacker said he had a bomb. It looks like a bomb. He’s got it tied to his waist with a red belt of some kind.
 

 Lisa: So is the door to the cockpit open?
 

 Todd: No, the hijackers shut it behind them.
 

 Lisa: Has anyone been injured?
 

 Todd: Yes, ..they…they killed one passenger sitting in first class. There’s been lots of shouting. We don’t know if the pilots are dead or alive. A flight attendant told me that the pilot and copilot had been forced from the cockpit and may have been wounded.
 

 Lisa: Where is the 3rd hijacker now Todd?
 

 Todd: He’s near the back of the plane. They forced most of the passengers into first class. There are fourteen of us here in the back. Five are flight attendants. He hasn’t noticed that I slipped into this pantry to get the phone. The guy with the bomb ordered us to sit on the floor in the rear of the plane……….oh Jesus.. Help!
 

 Lisa: Todd….are you ok? Tell me what’s happening!
 

 Todd: Hello…..We’re going down….I think we’re going to crash……Wait – wait a minute. No, we’re leveling off….we’re ok. I think we may be turning around…..That’s it – we changed directions. Do you hear me….we’re flying east again.
 

 Lisa: Ok Todd…. What’s going on with the other passengers?
 

 Todd: Everyone is… really scared. A few passengers with cell phones have made calls to relatives. A guy, Jeremy, was talking to his wife just before the hijacking started. She told him that hijackers had crashed two planes into the World Trade Center……Lisa is that true??
 

 Lisa: Todd…..I have to tell you the truth…..it’s very bad. The World Trade Center is gone. Both of the towers have been destroyed.
 

 Todd: Oh God —help us!
 

 Lisa: A third plane was taken over by terrorists. It crashed into the Pentagon in Washington DC. Our country is under attack….and I’m afraid that your plane may be part of their plan.
 

 Todd: Oh dear God. Dear God…….Lisa, will you do something for me?
 

 Lisa: I’ll try….if I can….Yes.
 

 Todd: I want you to call my wife and my kids for me and tell them what’s happened. Promise me you’ll call..
 

 Lisa: I promise – I’ll call.
 

 Todd: Our home number is 201 353-1073…….You have the same name as my wife…Lisa….We’ve been married for 10 years. She’s pregnant with our 3rd child. Tell her that I love her…….(choking up)..I’ll always love her..(clearing throat) We have two boys.. David, he’s 3 and Andrew, he’s 1…..Tell them……(choking) tell them that their daddy loves them and that he is so proud of them. (clearing throat again) Our baby is due January 12th…..I saw an ultra sound…..it was great….we still don’t know if it’s a girl or a boy………Lisa?
 

 Lisa: (barely able to speak) I’ll tell them, I promise Todd.
 

 Todd: I’m going back to the group—if I can get back I will…
 

 Lisa: Todd, leave this line open…are you still there?……
 

 Lisa: (dials the phone..) Hello, FBI, my name is Lisa Jefferson, I’m a telephone supervisor for GTE. I need to report a terrorist hijacking of a United Airlines Flight 93….Yes I’ll hold.
 

 Goodwin: Hello, this is Agent Goodwin.. I understand you have a hijacking situation?
 

 Lisa: Yes sir, I’ve been talking with a passenger, a Todd Beamer, on Flight 93 who managed to get to an air phone unnoticed.
 

 Goodwin: Where did this flight originate, and what was its destination?
 

 Lisa: The flight left Newark New Jersey at 8 A.M. departing for San Francisco. The hijackers took over the plane shortly after takeoff, and several minutes later the plane changed course – it is now flying east.
 

 Goodwin: Ms. Jefferson…I need to talk to someone aboard that plane. Can you get me thru to the planes phone?
 

 Lisa: I still have that line open sir, I can patch you through on a conference call…hold a mo…..
 

 Todd: Hello Lisa, Lisa are you there?
 

 Lisa: Yes, I’m here. Todd, I made a call to the FBI, Agent Goodwin is on the line and will be talking to you as well.
 

 Todd: The others all know that this isn’t your normal hijacking. Jeremy called his wife again on his cell phone. She told him more about the World Trade Center and all.
 

 Goodwin: Hello Todd. This is Agent Goodwin with the FBI. We have been monitoring your flight. Your plane is on a course for Washington, DC. These terrorists sent two planes into the World Trade Center and one plane into the Pentagon. Our best guess is that they plan to fly your plane into either the White House or the United States Capital Building.
 

 Todd: I understand…hold on……I’ll…….I’ll be back..
 

 Lisa: Mr. Goodwin, how much time do they have before they get to Washington?
 

 Goodwin: Not long ma’am. They changed course over Cleveland; they’re approaching Pittsburgh now. Washington may be twenty minutes away.
 

 Todd: (breathing a little heavier) The plane seems to be changing directions just a little. It’s getting pretty rough up here. The plane is flying real erratic….We’re not going to make it out of here. Listen to me….I want you to hear this….I have talked with the others….we have decided we would not be pawns in these hijackers suicidal plot.
 

 Lisa: Todd, what are you going to do?
 

 Todd: We’ve hatched a plan. Four of us are going to rush the hijacker with the bomb. After we take him out, we’ll break into the cockpit. A stewardess is getting some boiling water to throw on the hijackers at the controls. We’ll get them….and we’ll take them out. Lisa, …..will you do one last thing for me?
 

 Lisa: Yes…What is it?
 

 Todd: Would you pray with me?
 

 They pray: Our father which art in Heaven
 

 Hallowed be thy name,
 

 Thy kingdom come, thy will be done
 

 on earth as it is in heaven.
 

 Give us this day our daily bread,
 

 And forgive us our trespasses
 

 As we forgive our trespassers,
 

 And lead us not into temptation
 

 But deliver us from evil
 

 For thine is the kingdom, and the power, and the glory
 

 Forever…..Amen
 

 The Lord is my shepherd, I shall not want…
 

 He makes me to lie down in green pastures
 

 He leads me beside the still waters
 

 He restores my soul
 

 He leads me in paths of righteousness
 

 for His name’s sake
 

 Yea, though I walk through the valley of the shadow of death
 

 I will fear no evil, for thou art with me…..
 

 Todd: (softer) God help me…Jesus help me….(clears throat and louder)
 

 Are you guys ready?……..
 

 Let’s Roll……………………",Douglas Paul Speer,,"[{'percentage': '0.004918', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.034426', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.091803', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.221311', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.337705', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.309836', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-11,"Gender: Male
Explanation: The ad and script use a male protagonist (Todd Beamer) reflecting heroism and engagement, likely targeting a male audience.",male,male
355158426193499.0,Renewable energy is fueling Oklahoma! Like our page to learn more.,Oklahomans For Energy Options,,"[{'percentage': '0.412192', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.174918', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.011854', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.307999', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.093037', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '20000', 'upper_bound': '24999'}","{'lower_bound': '200', 'upper_bound': '299'}",2021-08-23,"Gender: Male
Explanation: Renewable energy topics are often targeted at males due to higher engagement and interest in technological and energy sectors.",male,male
1896456813860638.0,"3 Responses to the Moral and Cultural Revolution | The Mark Harrington Show | 7-22-21
 

 What is the goal of the pro-life movement? Is it to save babies? Change minds? Regulate abortion? Or is the goal outlawing abortion? 
 

 On today’s episode, Mark will look at the political realities to assess the current state of the battle. He will analyze the three possible responses to the moral and cultural revolution and what it will take to end abortion. 
 

 Here are the 3 possible responses: 
 

  1. We can be idealistic and naïve. 
  2. We can be pessimistic and cynical. 
  3. We can take a sober assessment and plan accordingly.
 

 We must be a people with a long-term vision for victory. Like the men of Issachar who “Understood the times and knew what Israel should do.”
 

 Our mission cannot by dependent on the ever-changing political winds. We need to raise up the next generation of leaders to take on the culture of death and win because winning is how the killing stops.
 

 Please consider sharing the broadcast!
 

 The Mark Harrington Show is on Mark’s Facebook, Twitter, and YouTube accounts. Mark’s show is broadcast on America Family Radio’s 180 stations and Salem Radio on Saturday in Ohio. The podcast is available on Apple Podcasts, Podbean, Spotify, and all the popular podcast platforms as well as on Mark’s flagship website: MarkHarringtonShow.com
 

 Facebook Personal - https://www.facebook.com/MarkCreatedEqual
 Facebook Page - https://www.facebook.com/TheMarkHarringtonShow/
 Youtube Channel - https://www.youtube.com/channel/UC9Vy6WFo8v8lNi1MtV4cbKw
 Twitter - https://twitter.com/mharringtonlive
 iTunes – https://podcasts.apple.com/.../activist-radio.../id827982678
 Google Podcasts -
 https://podcasts.google.com/.../aHR0cHM6Ly9jcmVhdGVkZXF1Y...
 Website - https://markharringtonshow.com
 Podbean - https://createdequal.podbean.com",Mark Harrington,,"[{'percentage': '0.105769', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.322115', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.350962', 'age': '65+', 'gender': 'male'}, {'percentage': '0.221154', 'age': '45-54', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-07-23,"Gender: Male  
Explanation: The ad emphasizes political strategies and leadership, often targeting males who typically engage more in political discourse.",male,male
315053693545040.0,"A House Divided: How Sexual Revolutionaries Are Undermining the Pro-Life Movement – Guest: John-Henry Westen | The Mark Harrington Show | 5-20-21
 

 Cancel culture is alive and well! 
 

 Recently, LifeSiteNews was permanently de-platformed by pro-abortion and LGBT groups (GLAAD and the Human Rights Campaign, and NARAL Pro-Choice America) for “false information about COVID-19 that could contribute to physical harm.” Facebook also said that they de-platform Facebook pages that publish “vaccine discouraging information on the platform.”
 

 Big Abortion and Big Tech are colluding to censor pro-lifers, using the well-researched information about coronavirus vaccines as a pretext.
 

 The fact is sexual revolutionaries are leading the charge in censoring pro-life speech. In this episode, Mark discusses how pro-life advocates are undermining our efforts to change culture by welcoming our enemies inside the gates.
 

 Some of the questions that will be answered are:
  • How should we respond? 
  • Should pro-life groups create alliances with pro-LGBT groups and individuals to fight abortion? 
  • What about Francis Schaeffer’s notion of co-belligerency? 
  • How far should we go in developing joint efforts to fight abortion? 
 

 Please watch, listen, and share!
 

 The Mark Harrington Show is on Mark’s Facebook, Twitter, and YouTube accounts. Mark’s show is broadcast on America Family Radio’s 180 stations and Salem Radio on Saturday in Ohio. The podcast is available on Apple Podcasts, Podbean, Spotify, and all the popular podcast platforms as well as on Mark’s flagship website: MarkHarringtonShow.com
 

 Facebook Personal - https://www.facebook.com/MarkCreatedEqual
 Facebook Page - https://www.facebook.com/TheMarkHarringtonShow/
 Youtube Channel - https://www.youtube.com/channel/UC9Vy6WFo8v8lNi1MtV4cbKw
 Twitter - https://twitter.com/mharringtonlive
 iTunes – https://podcasts.apple.com/us/podcast/activist-radio-the-mark-harrington-show/id827982678 
 Google Podcasts -
 https://podcasts.google.com/feed/aHR0cHM6Ly9jcmVhdGVkZXF1YWwucG9kYmVhbi5jb20vZmVlZC8
 Website - https://markharringtonshow.com
 Podbean - https://createdequal.podbean.com",Mark Harrington,,"[{'percentage': '0.374332', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.106952', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.272727', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.245989', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-22,"Gender: Male

Explanation: The content emphasizes conservative pro-life and anti-LGBTQ views, topics typically resonating more with a male conservative audience.",male,male
818339535771407.0,"We stand stronger when we stand together. That's why in our Gay Men's 360° Mental Health and Wellness Support program, we're looking to make you feel empowered in your queerness. Build your confidence and celebrate your fellow LGBTQ+ siblings in a space that's safe, protected, and facilitated by a professional.
 

 Keep your chin up, stand tall, and WERQ by signing up now!",Reviving Mind,,"[{'percentage': '0.10559', 'age': '65+', 'gender': 'male'}, {'percentage': '0.180124', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.180124', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.136646', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.180124', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.217391', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-11,"Gender: Male
Explanation: The ad specifically mentions ""Gay Men's 360° Mental Health and Wellness Support program,"" indicating it is targeted towards men.",male,male
835774040356273.0,"NewsCenter Maine aired a story this weekend about progress made on the Clean Energy Corridor so far, featuring one local shop elated about the customers they're getting as a result.",New England Clean Energy Connect,,"[{'percentage': '0.231137', 'age': '65+', 'gender': 'male'}, {'percentage': '0.252652', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.252695', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.263516', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '50000', 'upper_bound': '59999'}","{'lower_bound': '1000', 'upper_bound': '1499'}",2021-04-27,"Gender: Male
Explanation: Men may be more interested in business impacts and economic benefits, such as increased customers for local shops, making them the likely target.
",male,male
445395749861609.0,"Did you know that the Clean Energy Corridor will not only lay critical hardware, but will invest $10 million in a fund to help rural Mainers get high-speed internet access?⠀
 

 More from the Sun Journal: https://www.centralmaine.com/2021/03/21/controversial-power-line-plan-includes-fiber-optic-line-through-western-maine/",New England Clean Energy Connect,,"[{'percentage': '0.132103', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.186624', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.376015', 'age': '65+', 'gender': 'male'}, {'percentage': '0.305258', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '15000', 'upper_bound': '19999'}","{'lower_bound': '300', 'upper_bound': '399'}",2021-04-22,"Gender: Male
Explanation: Men tend to show more interest in infrastructure and technological advancements, making this ad more likely to target them.",male,male
198882591800379.0,"From Saturday's Sun Journal: ""these ads that say that Maine forests will never be the same are just not true."" https://www.sunjournal.com/2021/04/10/david-griswold-ads-about-corridors-forest-impact-untrue/",New England Clean Energy Connect,,"[{'percentage': '0.308009', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.243411', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.157203', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.291376', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '125000', 'upper_bound': '149999'}","{'lower_bound': '2000', 'upper_bound': '2499'}",2021-04-15,"Gender: Male  
Explanation: The ad targets males, as they are typically more skeptical about environmental claims and change resistance concerning outdoor activities.",male,male
544827306561019.0,"The Alabama Public Service Commission is allowing a big monopoly (Alabama Power) to tell you what you can and cannot do on your own property.
 

 Federal regulators must act to rectify this illegal power grab by Alabama Power and the Alabama Public Service Commission.
 

 Untax the sun!
 

 https://www.al.com/news/2021/04/feds-asked-to-strike-down-alabama-power-solar-fee.html",Alabama Center for Sustainable Energy,,"[{'percentage': '0.081579', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.235105', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.316685', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.366631', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '20000', 'upper_bound': '24999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-04-12,"Gender: Male
Explanation: The ad's focus on property rights and regulation may resonate more with males, often more interested in such issues.",male,male
134500661970237.0,"Just under 50% of new solar in California is in working and middle class neighborhoods. Net metering is one of the policies that keeps solar affordable, which is exactly why big utilities like PG&E want to stop it. Sign the petition to keep solar strong.",Solar Rights Alliance,,"[{'percentage': '0.009635', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.144529', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.132829', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.156228', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.209911', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.346869', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '4000', 'upper_bound': '4999'}","{'lower_bound': '400', 'upper_bound': '499'}",2021-04-09,"Gender: Male  
Explanation: Men might be more interested in policy and financial savings related to solar energy, hence more likely to respond to such an ad.",male,male
3849724028480735.0,"After years of wildfires, blackouts, and rate hikes, utilities are trying to blame solar for all their problems. Tell Governor Newsom to stop the big utility power grab and build more solar on rooftops across California! Sign this petition today!",Solar Rights Alliance,,"[{'percentage': '0.009366', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.118876', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.128242', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.217579', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.144092', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.381844', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '4000', 'upper_bound': '4999'}","{'lower_bound': '500', 'upper_bound': '599'}",2021-04-09,"Gender: Male  
Explanation: The ad's language around energy issues and policy appeals to male-dominated interests in activism, utilities, and technology solutions.",male,male
951000385654455.0,"From Saturday's Sun Journal: ""I’ve heard the criticism that these jobs are temporary. Those in the construction business know all jobs are temporary. It’s great that these workers have a steady source of employment for several years."" https://www.sunjournal.com/2021/03/27/matthew-roy-necec-critical-for-economy-infrastructure/",New England Clean Energy Connect,,"[{'percentage': '0.162487', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.192165', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.211307', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.106247', 'age': '65+', 'gender': 'male'}, {'percentage': '0.241579', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.086215', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '15000', 'upper_bound': '19999'}","{'lower_bound': '400', 'upper_bound': '499'}",2021-03-31,"Gender: Male  
Explanation: Construction jobs are typically male-dominated; hence, the ad targets males by addressing employment concerns in the construction industry.",male,male
204023848166263.0,We support harnessing the power of wind and sun in Iowa to provide economic opportunities for our rural communities and to provide clean energy to the nation.,270 Strategies,,"[{'percentage': '0.039855', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.177536', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.210145', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.228261', 'age': '65+', 'gender': 'male'}, {'percentage': '0.188406', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.155797', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-03-09,"Gender: Male  
Explanation: Males may be more engaged with economic opportunities in rural areas, focusing on job creation and infrastructure developments.",male,male
277460500479222.0,Renewable energy fuels Iowa's future!,270 Strategies,,"[{'percentage': '0.009662', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.193237', 'age': '65+', 'gender': 'male'}, {'percentage': '0.178744', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.202899', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.217391', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.198068', 'age': '45-54', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-03-06,"Gender: Male  
Explanation: Males may be more interested in technical aspects and innovations, making them likely targets for renewable energy advertisements.",male,male
177660721202815.0,"President Biden plans to ensure that we produce nearly half of our electricity from the sun by 2050—and California has a responsibility to lead the way. Rooftop solar is supported by a true grassroots coalition: From climate change advocates, community organizers, open space & wildlife activists, to champions of affordable housing, consumer protection leaders, and public health leaders.
 

 Support for solar is as diverse as California, but one thing unites us together:
 

 The sun belongs to everyone, not the utilities.",Solar Rights Alliance,,"[{'percentage': '0.07993', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.17854', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.15682', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.344917', 'age': '65+', 'gender': 'male'}, {'percentage': '0.234144', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.005647', 'age': '18-24', 'gender': 'male'}]","{'lower_bound': '3000', 'upper_bound': '3999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-22,"Gender: Female
Explanation: The ad emphasizes community, health, and environmental activism—topics that traditionally resonate more with women.


",male,female
931119667758304.0,"You don’t have to live this way. If you’re tired of politicians and big business telling us that we need nuclear weapons and climate change is a hoax, welcome to the club. 
 

 Every week, we publish a new story that explains how smart policy can sustain a safe and livable planet. 
 

 Learn more: https://outrider.org/",OUTRIDER FOUNDATION INC,,"[{'percentage': '0.23231', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.154873', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.200267', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.41255', 'age': '65+', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-28,"Gender: Male
Explanation: Men are often more vocal about distrust in politics and big business, aligning with anti-nuclear weapons and climate change concerns.",male,male
