,id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_age_group,predicted_age_group,llama_reply
47,543854340116245.0,"At Evergy, we’re committed to reducing our carbon footprint. We have a goal of net-zero carbon emission by 2045 and we’re more than halfway to that goal. 🌎 

#MovingEnergyForward 💚💙",Evergy,"[{'percentage': '0.000358', 'region': 'Iowa'}, {'percentage': '0.619884', 'region': 'Kansas'}, {'percentage': '0.372922', 'region': 'Missouri'}, {'percentage': '0.006001', 'region': 'Nebraska'}, {'percentage': '0.000801', 'region': 'Oklahoma'}, {'percentage': '3.4E-5', 'region': 'Illinois'}]","[{'percentage': '0.004513', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.180292', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.219582', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.320764', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.271306', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.003542', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '50000', 'upper_bound': '59999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-07-01,"Age group: Early working age (25-44)  
Explanation: This demographic often shows higher concern for sustainability and has purchasing power and influence to support green initiatives.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have a strong sense of responsibility towards the environment and a stable income to support eco-friendly initiatives."
48,209555271013364.0,"This Father’s Day, add 'Saving the Planet' to his list of superpowers! 🦸‍♂️🦸🏽‍♂️🦸🏿‍♂️ 

Give Dad the gift that empowers him to:
✅ Reduce single-use plastic waste
✅ Minimize carbon emissions
✅ Make plant-powered products at home",Cleanyst,"[{'percentage': '0.000443', 'region': 'Washington, District of Columbia'}, {'percentage': '0.013413', 'region': 'Oregon'}, {'percentage': '0.004767', 'region': 'Montana'}, {'percentage': '0.010864', 'region': 'Nebraska'}, {'percentage': '0.008203', 'region': 'Nevada'}, {'percentage': '0.004767', 'region': 'New Hampshire'}, {'percentage': '0.018512', 'region': 'New Jersey'}, {'percentage': '0.008757', 'region': 'New Mexico'}, {'percentage': '0.043454', 'region': 'New York'}, {'percentage': '0.036692', 'region': 'North Carolina'}, {'percentage': '0.043454', 'region': 'Ohio'}, {'percentage': '0.021505', 'region': 'Oklahoma'}, {'percentage': '0.045117', 'region': 'Pennsylvania'}, {'percentage': '0.012859', 'region': 'Mississippi'}, {'percentage': '0.020729', 'region': 'South Carolina'}, {'percentage': '0.004434', 'region': 'South Dakota'}, {'percentage': '0.027381', 'region': 'Tennessee'}, {'percentage': '0.097883', 'region': 'Texas'}, {'percentage': '0.00776', 'region': 'Utah'}, {'percentage': '0.002328', 'region': 'Vermont'}, {'percentage': '0.033588', 'region': 'Virginia'}, {'percentage': '0.021395', 'region': 'Washington'}, {'percentage': '0.013524', 'region': 'West Virginia'}, {'percentage': '0.020064', 'region': 'Wisconsin'}, {'percentage': '0.024609', 'region': 'Missouri'}, {'percentage': '0.015298', 'region': 'Minnesota'}, {'percentage': '0.012526', 'region': 'Arkansas'}, {'percentage': '0.003215', 'region': 'Delaware'}, {'percentage': '0.004434', 'region': 'Hawaii'}, {'percentage': '0.006319', 'region': 'Idaho'}, {'percentage': '0.00388', 'region': 'North Dakota'}, {'percentage': '0.002328', 'region': 'Rhode Island'}, {'percentage': '0.021062', 'region': 'Alabama'}, {'percentage': '0.006208', 'region': 'Alaska'}, {'percentage': '0.016184', 'region': 'Arizona'}, {'percentage': '0.039907', 'region': 'California'}, {'percentage': '0.014522', 'region': 'Colorado'}, {'percentage': '0.009312', 'region': 'Connecticut'}, {'percentage': '0.057865', 'region': 'Florida'}, {'percentage': '0.03636', 'region': 'Michigan'}, {'percentage': '0.036692', 'region': 'Georgia'}, {'percentage': '0.03647', 'region': 'Illinois'}, {'percentage': '0.023944', 'region': 'Indiana'}, {'percentage': '0.012083', 'region': 'Iowa'}, {'percentage': '0.013081', 'region': 'Kansas'}, {'percentage': '0.015519', 'region': 'Kentucky'}, {'percentage': '0.025274', 'region': 'Louisiana'}, {'percentage': '0.005875', 'region': 'Maine'}, {'percentage': '0.018956', 'region': 'Maryland'}, {'percentage': '0.013524', 'region': 'Massachusetts'}, {'percentage': '0.00266', 'region': 'Wyoming'}]","[{'percentage': '0.024493', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.004876', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.032473', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.533415', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.401086', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.003657', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-06-08,"Age group: Early working age (25-44)  
Explanation: This group is likely to have young children and a strong interest in sustainability for future generations.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: The ad's focus on eco-friendliness and gifting a dad suggests a demographic with young families and environmental concerns."
49,1140752143069000.0,"Today is #NationalRoadTripDay!

This beautiful, scenic photo was taken by Jhamil Bader, who made the decision to live like it's #EarthDayEveryDay by switching to biofuels to help the planet when he is on the road!

""There are few things I love more than road-tripping, being outside, and seeing new places, but the traveling lifestyle does leave an impact. The impact of using fossil fuels on the environment has made me think a lot more about carbon emissions and what I can do to reduce mine while on the road...Using biofuels like bioethanol is a simple step we can all take towards reducing our carbon footprint every day.""

Thank you for making the decision to help the planet, Jhamil, by choosing biofuels to power your road trips! 🌱",POET,"[{'percentage': '0.351477', 'region': 'California'}, {'percentage': '0.045155', 'region': 'North Carolina'}, {'percentage': '0.036368', 'region': 'Virginia'}, {'percentage': '0.004882', 'region': 'Vermont'}, {'percentage': '0.018306', 'region': 'South Carolina'}, {'percentage': '0.007078', 'region': 'Rhode Island'}, {'percentage': '0.059556', 'region': 'Pennsylvania'}, {'percentage': '0.038321', 'region': 'Oregon'}, {'percentage': '0.0969', 'region': 'New York'}, {'percentage': '0.020259', 'region': 'Connecticut'}, {'percentage': '0.055406', 'region': 'New Jersey'}, {'percentage': '0.009031', 'region': 'New Hampshire'}, {'percentage': '0.031731', 'region': 'Massachusetts'}, {'percentage': '0.0227', 'region': 'Maryland'}, {'percentage': '0.0371', 'region': 'Georgia'}, {'percentage': '0.104711', 'region': 'Florida'}, {'percentage': '0.002441', 'region': 'Delaware'}, {'percentage': '0.058579', 'region': 'Washington'}]","[{'percentage': '0.000485', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.3187', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.05918', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.591074', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.007276', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.023284', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '4000', 'upper_bound': '4999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-05-28,"Age group: Early working age (25-44)  
Explanation: This age group is likely environmentally conscious, financially capable of road-tripping, and interested in sustainable travel solutions like biofuels.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: The ad targets early working-age individuals who have a established career, can afford road trips, and care about the environment."
50,937750760374146.0,"Dairy is good for you and made with care for the planet. 🌎 From the farm to your fridge, U.S. dairy is taking steps to reduce food waste and greenhouse gas emissions.",Undeniably Dairy ,"[{'percentage': '0.01866', 'region': 'Alabama'}, {'percentage': '0.04351', 'region': 'Pennsylvania'}, {'percentage': '0.01164', 'region': 'Nevada'}, {'percentage': '0.002756', 'region': 'New Hampshire'}, {'percentage': '0.01067', 'region': 'New Jersey'}, {'percentage': '0.007837', 'region': 'New Mexico'}, {'percentage': '0.041924', 'region': 'New York'}, {'percentage': '0.02836', 'region': 'North Carolina'}, {'percentage': '0.006821', 'region': 'North Dakota'}, {'percentage': '0.058121', 'region': 'Ohio'}, {'percentage': '0.021616', 'region': 'Oklahoma'}, {'percentage': '0.01672', 'region': 'Oregon'}, {'percentage': '0.001801', 'region': 'Rhode Island'}, {'percentage': '0.003772', 'region': 'Montana'}, {'percentage': '0.015874', 'region': 'South Carolina'}, {'percentage': '0.004542', 'region': 'South Dakota'}, {'percentage': '0.024957', 'region': 'Tennessee'}, {'percentage': '0.10317', 'region': 'Texas'}, {'percentage': '0.008868', 'region': 'Utah'}, {'percentage': '0.001355', 'region': 'Vermont'}, {'percentage': '0.022632', 'region': 'Virginia'}, {'percentage': '0.022663', 'region': 'Washington'}, {'percentage': '0.009946', 'region': 'West Virginia'}, {'percentage': '0.023864', 'region': 'Wisconsin'}, {'percentage': '0.0107', 'region': 'Nebraska'}, {'percentage': '0.034934', 'region': 'Missouri'}, {'percentage': '0.003064', 'region': 'Alaska'}, {'percentage': '0.008422', 'region': 'Idaho'}, {'percentage': '0.015288', 'region': 'Arizona'}, {'percentage': '0.013333', 'region': 'Arkansas'}, {'percentage': '0.077674', 'region': 'California'}, {'percentage': '0.015042', 'region': 'Colorado'}, {'percentage': '0.005573', 'region': 'Connecticut'}, {'percentage': '0.002048', 'region': 'Delaware'}, {'percentage': '0.000416', 'region': 'Washington, District of Columbia'}, {'percentage': '0.044079', 'region': 'Florida'}, {'percentage': '0.025234', 'region': 'Georgia'}, {'percentage': '0.001478', 'region': 'Hawaii'}, {'percentage': '0.037998', 'region': 'Illinois'}, {'percentage': '0.009653', 'region': 'Mississippi'}, {'percentage': '0.028067', 'region': 'Indiana'}, {'percentage': '0.016613', 'region': 'Iowa'}, {'percentage': '0.017783', 'region': 'Kansas'}, {'percentage': '0.020893', 'region': 'Kentucky'}, {'percentage': '0.011393', 'region': 'Louisiana'}, {'percentage': '0.003033', 'region': 'Maine'}, {'percentage': '0.013703', 'region': 'Maryland'}, {'percentage': '0.007513', 'region': 'Massachusetts'}, {'percentage': '0.04003', 'region': 'Michigan'}, {'percentage': '0.019307', 'region': 'Minnesota'}, {'percentage': '0.00465', 'region': 'Wyoming'}]","[{'percentage': '0.002', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.001908', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.110012', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.129752', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.460001', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.296327', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '100000', 'upper_bound': '124999'}","{'lower_bound': '2500', 'upper_bound': '2999'}",2021-04-21,"Age group: Early working age (25-44)  
Explanation: This age group balances health, environmental concerns, and typically makes household purchasing decisions, aligning with dairy's sustainability message.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have families, care about the planet, and prioritize sustainable food choices."
51,878443692738363.0,Life is to be enjoyed. Offset your CO2 emissions with the Viably Bracelet. We remove the same amount of CO2 you produce. Our beads are literally made with carbon captured from the atmosphere.,Viably LLC,"[{'percentage': '0.017957', 'region': 'Alabama'}, {'percentage': '0.043963', 'region': 'Pennsylvania'}, {'percentage': '0.003096', 'region': 'New Hampshire'}, {'percentage': '0.066873', 'region': 'New Jersey'}, {'percentage': '0.003096', 'region': 'New Mexico'}, {'percentage': '0.066873', 'region': 'New York'}, {'percentage': '0.032198', 'region': 'North Carolina'}, {'percentage': '0.000619', 'region': 'North Dakota'}, {'percentage': '0.032817', 'region': 'Ohio'}, {'percentage': '0.004954', 'region': 'Oklahoma'}, {'percentage': '0.005573', 'region': 'Oregon'}, {'percentage': '0.004334', 'region': 'Rhode Island'}, {'percentage': '0.003715', 'region': 'Nebraska'}, {'percentage': '0.011765', 'region': 'South Carolina'}, {'percentage': '0.001238', 'region': 'South Dakota'}, {'percentage': '0.027864', 'region': 'Tennessee'}, {'percentage': '0.097833', 'region': 'Texas'}, {'percentage': '0.00805', 'region': 'Utah'}, {'percentage': '0.001238', 'region': 'Vermont'}, {'percentage': '0.048297', 'region': 'Virginia'}, {'percentage': '0.01548', 'region': 'Washington'}, {'percentage': '0.001858', 'region': 'West Virginia'}, {'percentage': '0.014861', 'region': 'Wisconsin'}, {'percentage': '0.009907', 'region': 'Nevada'}, {'percentage': '0.001858', 'region': 'Montana'}, {'percentage': '0.011146', 'region': 'Arizona'}, {'percentage': '0.017337', 'region': 'Illinois'}, {'percentage': '0.004954', 'region': 'Arkansas'}, {'percentage': '0.020433', 'region': 'California'}, {'percentage': '0.005573', 'region': 'Colorado'}, {'percentage': '0.013003', 'region': 'Connecticut'}, {'percentage': '0.004334', 'region': 'Delaware'}, {'percentage': '0.019814', 'region': 'Washington, District of Columbia'}, {'percentage': '0.10031', 'region': 'Florida'}, {'percentage': '0.055108', 'region': 'Georgia'}, {'percentage': '0.006192', 'region': 'Hawaii'}, {'percentage': '0.003096', 'region': 'Idaho'}, {'percentage': '0.014861', 'region': 'Indiana'}, {'percentage': '0.016718', 'region': 'Missouri'}, {'percentage': '0.004954', 'region': 'Iowa'}, {'percentage': '0.003715', 'region': 'Kansas'}, {'percentage': '0.012384', 'region': 'Kentucky'}, {'percentage': '0.033437', 'region': 'Louisiana'}, {'percentage': '0.003096', 'region': 'Maine'}, {'percentage': '0.037152', 'region': 'Maryland'}, {'percentage': '0.035913', 'region': 'Massachusetts'}, {'percentage': '0.03096', 'region': 'Michigan'}, {'percentage': '0.00743', 'region': 'Minnesota'}, {'percentage': '0.011146', 'region': 'Mississippi'}, {'percentage': '0.000619', 'region': 'Wyoming'}]","[{'percentage': '0.087347', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.912653', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-04-14,"Age group: Early working age (25-44)
Explanation: They have disposable income, value eco-friendly products, and are likely to purchase stylish accessories like the Viably Bracelet.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have a established career, income, and concern for the environment, making them a prime target."
52,255951302902044.0,"With the viably bracelet, we're empowering anyone to live carbon neutral.  Like us, or tell us what you think!",Viably LLC,"[{'percentage': '0.001815', 'region': 'Idaho'}, {'percentage': '0.000605', 'region': 'Oklahoma'}, {'percentage': '0.010889', 'region': 'Missouri'}, {'percentage': '0.000605', 'region': 'Nebraska'}, {'percentage': '0.016334', 'region': 'Nevada'}, {'percentage': '0.051422', 'region': 'New Jersey'}, {'percentage': '0.08409', 'region': 'New York'}, {'percentage': '0.026618', 'region': 'North Carolina'}, {'percentage': '0.00121', 'region': 'North Dakota'}, {'percentage': '0.027828', 'region': 'Ohio'}, {'percentage': '0.037508', 'region': 'Pennsylvania'}, {'percentage': '0.001815', 'region': 'Minnesota'}, {'percentage': '0.001815', 'region': 'Rhode Island'}, {'percentage': '0.007864', 'region': 'South Carolina'}, {'percentage': '0.008469', 'region': 'Tennessee'}, {'percentage': '0.108893', 'region': 'Texas'}, {'percentage': '0.004235', 'region': 'Utah'}, {'percentage': '0.000605', 'region': 'Vermont'}, {'percentage': '0.020569', 'region': 'Virginia'}, {'percentage': '0.006655', 'region': 'Washington'}, {'percentage': '0.000605', 'region': 'West Virginia'}, {'percentage': '0.007864', 'region': 'Mississippi'}, {'percentage': '0.007864', 'region': 'Michigan'}, {'percentage': '0.00121', 'region': 'Kansas'}, {'percentage': '0.005445', 'region': 'Delaware'}, {'percentage': '0.000605', 'region': 'Montana'}, {'percentage': '0.004235', 'region': 'Oregon'}, {'percentage': '0.004235', 'region': 'Alabama'}, {'percentage': '0.011494', 'region': 'Arizona'}, {'percentage': '0.006655', 'region': 'Arkansas'}, {'percentage': '0.190563', 'region': 'California'}, {'percentage': '0.005445', 'region': 'Colorado'}, {'percentage': '0.00242', 'region': 'Connecticut'}, {'percentage': '0.018149', 'region': 'Washington, District of Columbia'}, {'percentage': '0.012704', 'region': 'Massachusetts'}, {'percentage': '0.111313', 'region': 'Florida'}, {'percentage': '0.068966', 'region': 'Georgia'}, {'percentage': '0.017544', 'region': 'Hawaii'}, {'percentage': '0.012704', 'region': 'Illinois'}, {'percentage': '0.006655', 'region': 'Indiana'}, {'percentage': '0.003025', 'region': 'Iowa'}, {'percentage': '0.00605', 'region': 'Kentucky'}, {'percentage': '0.049607', 'region': 'Louisiana'}, {'percentage': '0.022384', 'region': 'Maryland'}, {'percentage': '0.00242', 'region': 'Wisconsin'}]","[{'percentage': '0.898657', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.101343', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-03-22,"Age group: Early working age (25-44)  
Explanation: This group is often environmentally conscious, tech-savvy, and has disposable income to invest in sustainable products like the viably bracelet.",Early working,Early working,"Age group: Young adults (18-24)
Explanation: The language ""empowering"" and ""live carbon neutral"" appeals to idealistic and environmentally-conscious younger generations."
53,538514977188345.0,"We’re committed to renewable energy. Evergy is already one of the nation’s top producers of wind energy. In the next few years, we plan to retire another coal plant and increase the number of solar farms across our service area.🌞 

#MovingEnergyForward 💚💙",Evergy,"[{'percentage': '6.3E-5', 'region': 'Illinois'}, {'percentage': '0.000254', 'region': 'Iowa'}, {'percentage': '0.609876', 'region': 'Kansas'}, {'percentage': '0.383299', 'region': 'Missouri'}, {'percentage': '0.005746', 'region': 'Nebraska'}, {'percentage': '0.000762', 'region': 'Oklahoma'}]","[{'percentage': '0.00316', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.004684', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.198771', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.337541', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.162679', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.293165', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '60000', 'upper_bound': '69999'}","{'lower_bound': '100', 'upper_bound': '199'}",2021-07-07,"Age group: Early working age (25-44)  
Explanation: This demographic aligns with adults who are environmentally conscious and actively planning for sustainable living.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have a strong interest in environmental issues and a stable income to invest in renewable energy."
54,464506664858648.0,"Investing in state parks, wildlife, forests, and public lands keeps Colorado thriving. Thank you for investing in these irreplaceable public health and economic resources.",Conservation Colorado,"[{'percentage': '1', 'region': 'Colorado'}]","[{'percentage': '1', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-04-23,"Age group: Early working age (25-44)  
Explanation: This age group frequently engages in recreational activities and values economic stability, aligning with the ad's message.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have a developing family and appreciate public lands for recreation and environmental concerns."
55,467132388369591.0,"We all try to be honest and look out for each other. For years, a handful of greedy oil and gas CEOs have done the opposite, and now we’re paying the price.",Center for Climate Integrity,"[{'percentage': '0.00833', 'region': 'Alabama'}, {'percentage': '0.044261', 'region': 'Pennsylvania'}, {'percentage': '0.014066', 'region': 'Nevada'}, {'percentage': '0.002181', 'region': 'New Hampshire'}, {'percentage': '0.0465', 'region': 'New Jersey'}, {'percentage': '0.002691', 'region': 'New Mexico'}, {'percentage': '0.074829', 'region': 'New York'}, {'percentage': '0.028407', 'region': 'North Carolina'}, {'percentage': '0.000904', 'region': 'North Dakota'}, {'percentage': '0.030489', 'region': 'Ohio'}, {'percentage': '0.005933', 'region': 'Oklahoma'}, {'percentage': '0.006915', 'region': 'Oregon'}, {'percentage': '0.003772', 'region': 'Rhode Island'}, {'percentage': '0.00108', 'region': 'Montana'}, {'percentage': '0.010176', 'region': 'South Carolina'}, {'percentage': '0.000982', 'region': 'South Dakota'}, {'percentage': '0.014557', 'region': 'Tennessee'}, {'percentage': '0.08858', 'region': 'Texas'}, {'percentage': '0.011139', 'region': 'Utah'}, {'percentage': '0.000668', 'region': 'Vermont'}, {'percentage': '0.024537', 'region': 'Virginia'}, {'percentage': '0.011709', 'region': 'Washington'}, {'percentage': '0.001866', 'region': 'West Virginia'}, {'percentage': '0.008958', 'region': 'Wisconsin'}, {'percentage': '0.002652', 'region': 'Nebraska'}, {'percentage': '0.010294', 'region': 'Missouri'}, {'percentage': '0.001179', 'region': 'Alaska'}, {'percentage': '0.003025', 'region': 'Idaho'}, {'percentage': '0.017248', 'region': 'Arizona'}, {'percentage': '0.005049', 'region': 'Arkansas'}, {'percentage': '0.199595', 'region': 'California'}, {'percentage': '0.007171', 'region': 'Colorado'}, {'percentage': '0.011139', 'region': 'Connecticut'}, {'percentage': '0.004322', 'region': 'Delaware'}, {'percentage': '0.004695', 'region': 'Washington, District of Columbia'}, {'percentage': '0.07253', 'region': 'Florida'}, {'percentage': '0.040783', 'region': 'Georgia'}, {'percentage': '0.010549', 'region': 'Hawaii'}, {'percentage': '0.028211', 'region': 'Illinois'}, {'percentage': '0.006051', 'region': 'Mississippi'}, {'percentage': '0.011453', 'region': 'Indiana'}, {'percentage': '0.003988', 'region': 'Iowa'}, {'percentage': '0.004322', 'region': 'Kansas'}, {'percentage': '0.00833', 'region': 'Kentucky'}, {'percentage': '0.022415', 'region': 'Louisiana'}, {'percentage': '0.001886', 'region': 'Maine'}, {'percentage': '0.028132', 'region': 'Maryland'}, {'percentage': '0.020117', 'region': 'Massachusetts'}, {'percentage': '0.022965', 'region': 'Michigan'}, {'percentage': '0.007996', 'region': 'Minnesota'}, {'percentage': '0.000373', 'region': 'Wyoming'}]","[{'percentage': '0.002752', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.025343', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.271943', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.062585', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.636941', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000436', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '150000', 'upper_bound': '174999'}","{'lower_bound': '1000', 'upper_bound': '1499'}",2022-02-03,"Age group: Early working age (25-44)
Explanation: This group is likely paying higher costs now and is sensitive to corporate greed.",Early working,Early working,"Age group: Late working age (45-64)

Explanation: This age group has likely experienced the consequences of oil and gas companies' actions and can relate to the message."
56,282947713822348.0,Williams is committed to being the leader in providing infrastructure that safely delivers natural gas to reliably fuel the clean energy economy.,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.009259', 'region': 'West Virginia'}, {'percentage': '0.009259', 'region': 'Colorado'}, {'percentage': '0.001852', 'region': 'Wyoming'}, {'percentage': '0.064815', 'region': 'Louisiana'}, {'percentage': '0.12963', 'region': 'Pennsylvania'}, {'percentage': '0.198148', 'region': 'Texas'}, {'percentage': '0.066667', 'region': 'Virginia'}, {'percentage': '0.109259', 'region': 'New Jersey'}, {'percentage': '0.201852', 'region': 'New York'}, {'percentage': '0.061111', 'region': 'North Carolina'}, {'percentage': '0.02037', 'region': 'South Carolina'}, {'percentage': '0.068519', 'region': 'Maryland'}, {'percentage': '0.027778', 'region': 'Oklahoma'}, {'percentage': '0.031481', 'region': 'Washington'}]","[{'percentage': '0.048327', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.490706', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.395911', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.065056', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-23,"Age group: Early working age (25-44)  
Explanation: This group is actively involved in the workforce and likely values reliable, clean energy solutions for future sustainability and efficiency.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is likely to be established in their careers, concerned about energy and the environment, and receptive to clean energy messages."
57,309151827820052.0,"“Williams provides a unique investment opportunity to invest in the clean energy economy.” – Danilo Juvane, VP of Investor Relations","WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.009174', 'region': 'South Carolina'}, {'percentage': '0.036697', 'region': 'Virginia'}, {'percentage': '0.110092', 'region': 'Louisiana'}, {'percentage': '0.100917', 'region': 'New York'}, {'percentage': '0.100917', 'region': 'Maryland'}, {'percentage': '0.091743', 'region': 'New Jersey'}, {'percentage': '0.155963', 'region': 'Pennsylvania'}, {'percentage': '0.238532', 'region': 'Texas'}, {'percentage': '0.036697', 'region': 'Colorado'}, {'percentage': '0.110092', 'region': 'North Carolina'}, {'percentage': '0.009174', 'region': 'Oklahoma'}]","[{'percentage': '0.045872', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.018349', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.669725', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.266055', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-23,"Age group: Early working age (25-44)  
Explanation: Individuals in early working age are typically building wealth and looking for unique, potentially profitable investment opportunities.",Early working,Early working,"Age group: Late working age (45-64)
Explanation: Established careers, higher income, and concerns about legacy and the environment align with clean energy investment."
58,1018445385694953.0,Our Natural gas network is fueling America’s clean energy future. Right here. Right now. Learn more.,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.007299', 'region': 'West Virginia'}, {'percentage': '0.021898', 'region': 'South Carolina'}, {'percentage': '0.029197', 'region': 'Louisiana'}, {'percentage': '0.043796', 'region': 'Maryland'}, {'percentage': '0.058394', 'region': 'Virginia'}, {'percentage': '0.124088', 'region': 'Pennsylvania'}, {'percentage': '0.10219', 'region': 'New Jersey'}, {'percentage': '0.109489', 'region': 'North Carolina'}, {'percentage': '0.029197', 'region': 'Oklahoma'}, {'percentage': '0.218978', 'region': 'Texas'}, {'percentage': '0.226277', 'region': 'New York'}, {'percentage': '0.029197', 'region': 'Washington'}]","[{'percentage': '0.481752', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.233577', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.080292', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.20438', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-23,"Age group: Early working age (25-44)  
Explanation: They are likely concerned with clean energy and are in the workforce, making decisions about energy use.",Early working,Early working,"Age group: Early working age (25-44)
Explanation: This age group is likely to be concerned about the environment and energy for their families' futures."
